"siteId","nctId","title","therapeuticArea","phase","overallStatus","sponsor","sponsorClass","facility","siteStatus","city","state","zip","country","latitude","longitude","contactCount","emailContactCount","phoneContactCount"
"NCT06118281-SITE-80","NCT06118281","ARTEMIS - A Research Study to Look at How Ziltivekimab Works Compared to Placebo in People With a Heart Attack","Cardiology / Vascular","Phase 3","RECRUITING","Novo Nordisk A/S","Industry","Aakash Healthcare Super Speciality Hospital","ACTIVE_NOT_RECRUITING","New Delhi","","110075","India","28.62137","77.2148","0","0","0"
"NCT06103864-SITE-1","NCT06103864","A Phase III Study of Dato-DXd With or Without Durvalumab Compared With Investigator's Choice of Chemotherapy in Combination With Pembrolizumab in Patients With PD-L1 Positive Locally Recurrent Inoperable or Metastatic Triple-negative Breast Cancer","Oncology","Phase 3","RECRUITING","AstraZeneca","Industry","Research Site","WITHDRAWN","Calicut","","673601","India","11.6","92.73333","0","0","0"
"NCT06103864-SITE-2","NCT06103864","A Phase III Study of Dato-DXd With or Without Durvalumab Compared With Investigator's Choice of Chemotherapy in Combination With Pembrolizumab in Patients With PD-L1 Positive Locally Recurrent Inoperable or Metastatic Triple-negative Breast Cancer","Oncology","Phase 3","RECRUITING","AstraZeneca","Industry","Research Site","RECRUITING","Chennai","","600031","India","13.08784","80.27847","0","0","0"
"NCT06103864-SITE-3","NCT06103864","A Phase III Study of Dato-DXd With or Without Durvalumab Compared With Investigator's Choice of Chemotherapy in Combination With Pembrolizumab in Patients With PD-L1 Positive Locally Recurrent Inoperable or Metastatic Triple-negative Breast Cancer","Oncology","Phase 3","RECRUITING","AstraZeneca","Industry","Research Site","NOT_YET_RECRUITING","Jaipur","","302004","India","26.91962","75.78781","0","0","0"
"NCT06103864-SITE-4","NCT06103864","A Phase III Study of Dato-DXd With or Without Durvalumab Compared With Investigator's Choice of Chemotherapy in Combination With Pembrolizumab in Patients With PD-L1 Positive Locally Recurrent Inoperable or Metastatic Triple-negative Breast Cancer","Oncology","Phase 3","RECRUITING","AstraZeneca","Industry","Research Site","WITHDRAWN","Kochi","","682027","India","9.93988","76.26022","0","0","0"
"NCT06103864-SITE-5","NCT06103864","A Phase III Study of Dato-DXd With or Without Durvalumab Compared With Investigator's Choice of Chemotherapy in Combination With Pembrolizumab in Patients With PD-L1 Positive Locally Recurrent Inoperable or Metastatic Triple-negative Breast Cancer","Oncology","Phase 3","RECRUITING","AstraZeneca","Industry","Research Site","WITHDRAWN","Kolkata","","700160","India","22.56263","88.36304","0","0","0"
"NCT06103864-SITE-6","NCT06103864","A Phase III Study of Dato-DXd With or Without Durvalumab Compared With Investigator's Choice of Chemotherapy in Combination With Pembrolizumab in Patients With PD-L1 Positive Locally Recurrent Inoperable or Metastatic Triple-negative Breast Cancer","Oncology","Phase 3","RECRUITING","AstraZeneca","Industry","Research Site","RECRUITING","Marg Jaipur","","302004","India",,,"0","0","0"
"NCT06103864-SITE-7","NCT06103864","A Phase III Study of Dato-DXd With or Without Durvalumab Compared With Investigator's Choice of Chemotherapy in Combination With Pembrolizumab in Patients With PD-L1 Positive Locally Recurrent Inoperable or Metastatic Triple-negative Breast Cancer","Oncology","Phase 3","RECRUITING","AstraZeneca","Industry","Research Site","RECRUITING","Mohali","","160055","India","30.67995","76.72211","0","0","0"
"NCT06103864-SITE-8","NCT06103864","A Phase III Study of Dato-DXd With or Without Durvalumab Compared With Investigator's Choice of Chemotherapy in Combination With Pembrolizumab in Patients With PD-L1 Positive Locally Recurrent Inoperable or Metastatic Triple-negative Breast Cancer","Oncology","Phase 3","RECRUITING","AstraZeneca","Industry","Research Site","RECRUITING","Mysuru","","570017","India","12.29791","76.63925","0","0","0"
"NCT06103864-SITE-9","NCT06103864","A Phase III Study of Dato-DXd With or Without Durvalumab Compared With Investigator's Choice of Chemotherapy in Combination With Pembrolizumab in Patients With PD-L1 Positive Locally Recurrent Inoperable or Metastatic Triple-negative Breast Cancer","Oncology","Phase 3","RECRUITING","AstraZeneca","Industry","Research Site","RECRUITING","Nagpur","","440001","India","21.14631","79.08491","0","0","0"
"NCT06103864-SITE-10","NCT06103864","A Phase III Study of Dato-DXd With or Without Durvalumab Compared With Investigator's Choice of Chemotherapy in Combination With Pembrolizumab in Patients With PD-L1 Positive Locally Recurrent Inoperable or Metastatic Triple-negative Breast Cancer","Oncology","Phase 3","RECRUITING","AstraZeneca","Industry","Research Site","RECRUITING","Nashik","","422009","India","19.99727","73.79096","0","0","0"
"NCT06103864-SITE-11","NCT06103864","A Phase III Study of Dato-DXd With or Without Durvalumab Compared With Investigator's Choice of Chemotherapy in Combination With Pembrolizumab in Patients With PD-L1 Positive Locally Recurrent Inoperable or Metastatic Triple-negative Breast Cancer","Oncology","Phase 3","RECRUITING","AstraZeneca","Industry","Research Site","RECRUITING","New Delhi","","110075","India","28.62137","77.2148","0","0","0"
"NCT06103864-SITE-12","NCT06103864","A Phase III Study of Dato-DXd With or Without Durvalumab Compared With Investigator's Choice of Chemotherapy in Combination With Pembrolizumab in Patients With PD-L1 Positive Locally Recurrent Inoperable or Metastatic Triple-negative Breast Cancer","Oncology","Phase 3","RECRUITING","AstraZeneca","Industry","Research Site","RECRUITING","New Delhi","","11029","India","28.62137","77.2148","0","0","0"
"NCT06103864-SITE-13","NCT06103864","A Phase III Study of Dato-DXd With or Without Durvalumab Compared With Investigator's Choice of Chemotherapy in Combination With Pembrolizumab in Patients With PD-L1 Positive Locally Recurrent Inoperable or Metastatic Triple-negative Breast Cancer","Oncology","Phase 3","RECRUITING","AstraZeneca","Industry","Research Site","RECRUITING","Puducherry","","605006","India","11.93381","79.82979","0","0","0"
"NCT06103864-SITE-14","NCT06103864","A Phase III Study of Dato-DXd With or Without Durvalumab Compared With Investigator's Choice of Chemotherapy in Combination With Pembrolizumab in Patients With PD-L1 Positive Locally Recurrent Inoperable or Metastatic Triple-negative Breast Cancer","Oncology","Phase 3","RECRUITING","AstraZeneca","Industry","Research Site","RECRUITING","Surat","","395002","India","21.19594","72.83023","0","0","0"
"NCT06103864-SITE-15","NCT06103864","A Phase III Study of Dato-DXd With or Without Durvalumab Compared With Investigator's Choice of Chemotherapy in Combination With Pembrolizumab in Patients With PD-L1 Positive Locally Recurrent Inoperable or Metastatic Triple-negative Breast Cancer","Oncology","Phase 3","RECRUITING","AstraZeneca","Industry","Research Site","RECRUITING","Thiruvananthapuram","","695011","India","8.4855","76.94924","0","0","0"
"NCT06103864-SITE-16","NCT06103864","A Phase III Study of Dato-DXd With or Without Durvalumab Compared With Investigator's Choice of Chemotherapy in Combination With Pembrolizumab in Patients With PD-L1 Positive Locally Recurrent Inoperable or Metastatic Triple-negative Breast Cancer","Oncology","Phase 3","RECRUITING","AstraZeneca","Industry","Research Site","RECRUITING","Vadodara","","391760","India","22.29941","73.20812","0","0","0"
"NCT06103864-SITE-17","NCT06103864","A Phase III Study of Dato-DXd With or Without Durvalumab Compared With Investigator's Choice of Chemotherapy in Combination With Pembrolizumab in Patients With PD-L1 Positive Locally Recurrent Inoperable or Metastatic Triple-negative Breast Cancer","Oncology","Phase 3","RECRUITING","AstraZeneca","Industry","Research Site","WITHDRAWN","Visakhapatnam","","530053","India","17.68009","83.20161","0","0","0"
"NCT06102629-SITE-1","NCT06102629","Ovary Syndrome for Efficient Diagnosis and Targeted Therapy","Oncology","Not Applicable","NOT_YET_RECRUITING","Asian Institute of Gastroenterology, India","Academic / Hospital / Other","Dr. Shraddha Ramchandani","","Hyderabad","Telangana","500082","India","17.38405","78.45636","2","2","1"
"NCT06095492-SITE-1","NCT06095492","Effect of Empagliflozin vs Linagliptin on Glycemic Outcomes,Renal Outcomes & Body Composition in Renal Transplant Recipients With Diabetes Mellitus","Endocrinology / Metabolic","Not Applicable","RECRUITING","Medanta, The Medicity, India","Academic / Hospital / Other","Division Of Endocrinology & Diabetes, Medanta The Medicity","RECRUITING","Gurgaon","Haryana","122001","India","28.4601","77.02635","4","2","2"
"NCT06095466-SITE-1","NCT06095466","Cirrhotic Cardiomyopathy Based on Point-of-care Echocardiography, Biomarkers and Histology","Cardiology / Vascular","Not Provided","RECRUITING","Post Graduate Institute of Medical Education and Research, Chandigarh","Academic / Hospital / Other","Dr. Madhumita Premkumar","RECRUITING","Sector-12","Chandigarh","160012","India",,,"1","1","0"
"NCT06087614-SITE-1","NCT06087614","Dose Escalation Using Hypoxia-adjusted Radiotherapy","Oncology","Phase 2","RECRUITING","Rajiv Gandhi Cancer Institute & Research Center, India","Academic / Hospital / Other","Rajiv Gandhi Cancer Institute and Research Centre","RECRUITING","Delhi","","110085","India","28.65195","77.23149","3","1","1"
"NCT06082037-SITE-1","NCT06082037","A Study to Test How Effective Belumosudil Tablets Are for Treating Adult Participants With Chronic Lung Allograft Dysfunction","Other / Unclassified","Phase 3","RECRUITING","Sanofi","Industry","Investigational Site Number : 2500004","RECRUITING","Mumbai","","400026","India","19.07283","72.88261","0","0","0"
"NCT06080789-SITE-1","NCT06080789","A Study to Evaluate the Safety and Efficacy of a Single Dose of RABI-767 in Participants With Acute Pancreatitis","Gastroenterology / Hepatology","Phase 2","RECRUITING","Panafina, Inc.","Industry","Lisie Hospital","RECRUITING","Kochi","Kerala","682018","India","9.93988","76.26022","1","0","1"
"NCT06080789-SITE-2","NCT06080789","A Study to Evaluate the Safety and Efficacy of a Single Dose of RABI-767 in Participants With Acute Pancreatitis","Gastroenterology / Hepatology","Phase 2","RECRUITING","Panafina, Inc.","Industry","Christian Medical College (CMC) Vellore, Ranipet Campus","RECRUITING","Vellore","TamiNadu","632517","India","12.9184","79.13255","1","0","1"
"NCT06080789-SITE-3","NCT06080789","A Study to Evaluate the Safety and Efficacy of a Single Dose of RABI-767 in Participants With Acute Pancreatitis","Gastroenterology / Hepatology","Phase 2","RECRUITING","Panafina, Inc.","Industry","All India Institute of Medical Sciences","RECRUITING","Delhi","","110029","India","28.65195","77.23149","1","0","1"
"NCT06080789-SITE-4","NCT06080789","A Study to Evaluate the Safety and Efficacy of a Single Dose of RABI-767 in Participants With Acute Pancreatitis","Gastroenterology / Hepatology","Phase 2","RECRUITING","Panafina, Inc.","Industry","Govind Ballabh Pant Institute of Postgraduate Medical Education and Research","RECRUITING","New Delhi","","110002","India","28.62137","77.2148","2","0","1"
"NCT06079671-SITE-1","NCT06079671","Study of Volrustomig in Women With High Risk Locally Advanced Cervical Cancer (eVOLVE-Cervical)","Oncology","Phase 3","RECRUITING","AstraZeneca","Industry","Research Site","TERMINATED","Calicut","","673601","India","11.6","92.73333","0","0","0"
"NCT06079671-SITE-2","NCT06079671","Study of Volrustomig in Women With High Risk Locally Advanced Cervical Cancer (eVOLVE-Cervical)","Oncology","Phase 3","RECRUITING","AstraZeneca","Industry","Research Site","RECRUITING","Jaipur","","302017","India","26.91962","75.78781","0","0","0"
"NCT06079671-SITE-3","NCT06079671","Study of Volrustomig in Women With High Risk Locally Advanced Cervical Cancer (eVOLVE-Cervical)","Oncology","Phase 3","RECRUITING","AstraZeneca","Industry","Research Site","WITHDRAWN","Lucknow","","226003","India","26.83928","80.92313","0","0","0"
"NCT06079671-SITE-4","NCT06079671","Study of Volrustomig in Women With High Risk Locally Advanced Cervical Cancer (eVOLVE-Cervical)","Oncology","Phase 3","RECRUITING","AstraZeneca","Industry","Research Site","RECRUITING","Madurai","","625107","India","9.919","78.11953","0","0","0"
"NCT06079671-SITE-5","NCT06079671","Study of Volrustomig in Women With High Risk Locally Advanced Cervical Cancer (eVOLVE-Cervical)","Oncology","Phase 3","RECRUITING","AstraZeneca","Industry","Research Site","WITHDRAWN","Mohali","","160055","India","30.67995","76.72211","0","0","0"
"NCT06079671-SITE-6","NCT06079671","Study of Volrustomig in Women With High Risk Locally Advanced Cervical Cancer (eVOLVE-Cervical)","Oncology","Phase 3","RECRUITING","AstraZeneca","Industry","Research Site","RECRUITING","Nagpur","","440001","India","21.14631","79.08491","0","0","0"
"NCT06079671-SITE-7","NCT06079671","Study of Volrustomig in Women With High Risk Locally Advanced Cervical Cancer (eVOLVE-Cervical)","Oncology","Phase 3","RECRUITING","AstraZeneca","Industry","Research Site","RECRUITING","Nashik","","422009","India","19.99727","73.79096","0","0","0"
"NCT06079671-SITE-8","NCT06079671","Study of Volrustomig in Women With High Risk Locally Advanced Cervical Cancer (eVOLVE-Cervical)","Oncology","Phase 3","RECRUITING","AstraZeneca","Industry","Research Site","RECRUITING","Nashik","","422011","India","19.99727","73.79096","0","0","0"
"NCT06079671-SITE-9","NCT06079671","Study of Volrustomig in Women With High Risk Locally Advanced Cervical Cancer (eVOLVE-Cervical)","Oncology","Phase 3","RECRUITING","AstraZeneca","Industry","Research Site","RECRUITING","New Delhi","","11029","India","28.62137","77.2148","0","0","0"
"NCT06079671-SITE-10","NCT06079671","Study of Volrustomig in Women With High Risk Locally Advanced Cervical Cancer (eVOLVE-Cervical)","Oncology","Phase 3","RECRUITING","AstraZeneca","Industry","Research Site","RECRUITING","Vadodara","","391760","India","22.29941","73.20812","0","0","0"
"NCT06066372-SITE-1","NCT06066372","Application of Machine Learning Models to Reduce Need for Diagnostic EUS or MRCP in Patients With Intermediate Likelihood of Choledocholithiasis","Devices / Diagnostics / Procedures","Not Provided","RECRUITING","Asian Institute of Gastroenterology, India","Academic / Hospital / Other","Asian Institute of Gastroenterology","RECRUITING","Hyderabad","Telangana","500032","India","17.38405","78.45636","1","1","1"
"NCT06065748-SITE-1","NCT06065748","A Study to Evaluate Efficacy and Safety of Giredestrant Compared With Fulvestrant (Plus a CDK4/6 Inhibitor), in Participants With ER-Positive, HER2-Negative Advanced Breast Cancer Resistant to Adjuvant Endocrine Therapy (pionERA Breast Cancer)","Oncology","Phase 3","RECRUITING","Hoffmann-La Roche","Industry","HealthCare Global Enterprises Limited","RECRUITING","Banglore","Karnataka","560027","India",,,"0","0","0"
"NCT06065748-SITE-2","NCT06065748","A Study to Evaluate Efficacy and Safety of Giredestrant Compared With Fulvestrant (Plus a CDK4/6 Inhibitor), in Participants With ER-Positive, HER2-Negative Advanced Breast Cancer Resistant to Adjuvant Endocrine Therapy (pionERA Breast Cancer)","Oncology","Phase 3","RECRUITING","Hoffmann-La Roche","Industry","MVR Cancer Centre and Research Institute","RECRUITING","Kozhikode","Kerala","673601","India","11.24802","75.7804","0","0","0"
"NCT06065748-SITE-3","NCT06065748","A Study to Evaluate Efficacy and Safety of Giredestrant Compared With Fulvestrant (Plus a CDK4/6 Inhibitor), in Participants With ER-Positive, HER2-Negative Advanced Breast Cancer Resistant to Adjuvant Endocrine Therapy (pionERA Breast Cancer)","Oncology","Phase 3","RECRUITING","Hoffmann-La Roche","Industry","Regional Cancer Centre","RECRUITING","Trivandrum","Kerala","695011","India","8.4855","76.94924","0","0","0"
"NCT06065748-SITE-4","NCT06065748","A Study to Evaluate Efficacy and Safety of Giredestrant Compared With Fulvestrant (Plus a CDK4/6 Inhibitor), in Participants With ER-Positive, HER2-Negative Advanced Breast Cancer Resistant to Adjuvant Endocrine Therapy (pionERA Breast Cancer)","Oncology","Phase 3","RECRUITING","Hoffmann-La Roche","Industry","Sir H. N. Reliance Foundation Hospital and Research Centre","RECRUITING","Mumbai","Maharashtra","400004","India","19.07283","72.88261","0","0","0"
"NCT06065748-SITE-5","NCT06065748","A Study to Evaluate Efficacy and Safety of Giredestrant Compared With Fulvestrant (Plus a CDK4/6 Inhibitor), in Participants With ER-Positive, HER2-Negative Advanced Breast Cancer Resistant to Adjuvant Endocrine Therapy (pionERA Breast Cancer)","Oncology","Phase 3","RECRUITING","Hoffmann-La Roche","Industry","Grant Medical Foundation, Ruby Hall Clinic","RECRUITING","Pune","Maharashtra","411001","India","18.51957","73.85535","0","0","0"
"NCT06065748-SITE-6","NCT06065748","A Study to Evaluate Efficacy and Safety of Giredestrant Compared With Fulvestrant (Plus a CDK4/6 Inhibitor), in Participants With ER-Positive, HER2-Negative Advanced Breast Cancer Resistant to Adjuvant Endocrine Therapy (pionERA Breast Cancer)","Oncology","Phase 3","RECRUITING","Hoffmann-La Roche","Industry","Sahyadri Speciality Hospital","RECRUITING","Pune","Maharashtra","411004","India","18.51957","73.85535","0","0","0"
"NCT06065748-SITE-7","NCT06065748","A Study to Evaluate Efficacy and Safety of Giredestrant Compared With Fulvestrant (Plus a CDK4/6 Inhibitor), in Participants With ER-Positive, HER2-Negative Advanced Breast Cancer Resistant to Adjuvant Endocrine Therapy (pionERA Breast Cancer)","Oncology","Phase 3","RECRUITING","Hoffmann-La Roche","Industry","Sunact Cancer Institute","RECRUITING","Thane","Maharashtra","400615","India","19.19704","72.96355","0","0","0"
"NCT06065748-SITE-8","NCT06065748","A Study to Evaluate Efficacy and Safety of Giredestrant Compared With Fulvestrant (Plus a CDK4/6 Inhibitor), in Participants With ER-Positive, HER2-Negative Advanced Breast Cancer Resistant to Adjuvant Endocrine Therapy (pionERA Breast Cancer)","Oncology","Phase 3","RECRUITING","Hoffmann-La Roche","Industry","Max Super Speciality Hospital","WITHDRAWN","New Delhi","National Capital Territory of Delhi","110017","India","28.62137","77.2148","0","0","0"
"NCT06060392-SITE-1","NCT06060392","Effect of Oral Semaglutide on Liver Fat and Body Composition in Liver Transplant Recipients With Diabetes Mellitus","Endocrinology / Metabolic","Not Applicable","RECRUITING","Medanta, The Medicity, India","Academic / Hospital / Other","Division Of Endocrinology & Diabetes, Medanta The Medicity","RECRUITING","Gurgaon","Haryana","122001","India","28.4601","77.02635","4","2","2"
"NCT06058585-SITE-1","NCT06058585","The Chronic Kidney Disease Adaptive Platform Trial Investigating Various Agents for Therapeutic Effect","Nephrology / Urology","Phase 3","RECRUITING","The George Institute","Academic / Hospital / Other","Gitam Institute of Medical Sciences and Research","RECRUITING","Visakhapatnam","Andhra Pradesh","530045","India","17.68009","83.20161","1","0","0"
"NCT06058585-SITE-2","NCT06058585","The Chronic Kidney Disease Adaptive Platform Trial Investigating Various Agents for Therapeutic Effect","Nephrology / Urology","Phase 3","RECRUITING","The George Institute","Academic / Hospital / Other","Patna Medical College and Hospital","RECRUITING","Patna","Bihar","800001","India","25.59408","85.13563","1","0","0"
"NCT06058585-SITE-3","NCT06058585","The Chronic Kidney Disease Adaptive Platform Trial Investigating Various Agents for Therapeutic Effect","Nephrology / Urology","Phase 3","RECRUITING","The George Institute","Academic / Hospital / Other","DKS Super Speciality Hospital, Raipur","RECRUITING","Raipur","Chhattisgarh","492002","India","21.23333","81.63333","1","0","0"
"NCT06058585-SITE-4","NCT06058585","The Chronic Kidney Disease Adaptive Platform Trial Investigating Various Agents for Therapeutic Effect","Nephrology / Urology","Phase 3","RECRUITING","The George Institute","Academic / Hospital / Other","Mysore Medical College","RECRUITING","Dehradun","Dehradun","248001","India","30.32443","78.03392","1","0","0"
"NCT06058585-SITE-5","NCT06058585","The Chronic Kidney Disease Adaptive Platform Trial Investigating Various Agents for Therapeutic Effect","Nephrology / Urology","Phase 3","RECRUITING","The George Institute","Academic / Hospital / Other","GCS Medical College, Hospital & Research Centre","RECRUITING","Ahmedabad","Gujarat","380025","India","23.02579","72.58727","1","0","0"
"NCT06058585-SITE-6","NCT06058585","The Chronic Kidney Disease Adaptive Platform Trial Investigating Various Agents for Therapeutic Effect","Nephrology / Urology","Phase 3","RECRUITING","The George Institute","Academic / Hospital / Other","Father Muller Medical College Hospital","RECRUITING","Mangaluru","Karnataka","575002","India","12.91723","74.85603","1","0","0"
"NCT06058585-SITE-7","NCT06058585","The Chronic Kidney Disease Adaptive Platform Trial Investigating Various Agents for Therapeutic Effect","Nephrology / Urology","Phase 3","RECRUITING","The George Institute","Academic / Hospital / Other","Dr Moopen's Medical College","RECRUITING","Meppādi","Kerala","673511","India","11.55344","76.13259","1","0","0"
"NCT06058585-SITE-8","NCT06058585","The Chronic Kidney Disease Adaptive Platform Trial Investigating Various Agents for Therapeutic Effect","Nephrology / Urology","Phase 3","RECRUITING","The George Institute","Academic / Hospital / Other","CARE-CHL Hospital","RECRUITING","Indore","Madhya Pradesh","","India","22.71792","75.8333","1","0","0"
"NCT06058585-SITE-9","NCT06058585","The Chronic Kidney Disease Adaptive Platform Trial Investigating Various Agents for Therapeutic Effect","Nephrology / Urology","Phase 3","RECRUITING","The George Institute","Academic / Hospital / Other","Medway Hospital","RECRUITING","Chennai","Tamil Nadu","600024","India","13.08784","80.27847","1","0","0"
"NCT06058585-SITE-10","NCT06058585","The Chronic Kidney Disease Adaptive Platform Trial Investigating Various Agents for Therapeutic Effect","Nephrology / Urology","Phase 3","RECRUITING","The George Institute","Academic / Hospital / Other","Yashoda Hospital Hitec City","RECRUITING","Hyderabad","Telangana","500084","India","17.38405","78.45636","1","0","0"
"NCT06058585-SITE-11","NCT06058585","The Chronic Kidney Disease Adaptive Platform Trial Investigating Various Agents for Therapeutic Effect","Nephrology / Urology","Phase 3","RECRUITING","The George Institute","Academic / Hospital / Other","Apollo Hospitals","RECRUITING","Hyderabad","Telangana","","India","17.38405","78.45636","1","0","0"
"NCT06058585-SITE-12","NCT06058585","The Chronic Kidney Disease Adaptive Platform Trial Investigating Various Agents for Therapeutic Effect","Nephrology / Urology","Phase 3","RECRUITING","The George Institute","Academic / Hospital / Other","Charak Hospital and Research Centre","RECRUITING","Lucknow","Uttar Pradesh","226003","India","26.83928","80.92313","1","0","0"
"NCT06058585-SITE-13","NCT06058585","The Chronic Kidney Disease Adaptive Platform Trial Investigating Various Agents for Therapeutic Effect","Nephrology / Urology","Phase 3","RECRUITING","The George Institute","Academic / Hospital / Other","Shri Guru Ram Rai Medical College and Shri Mahant Indiresh Hospital","RECRUITING","Dehradun","Uttarakhand","248001","India","30.32443","78.03392","1","0","0"
"NCT06058585-SITE-14","NCT06058585","The Chronic Kidney Disease Adaptive Platform Trial Investigating Various Agents for Therapeutic Effect","Nephrology / Urology","Phase 3","RECRUITING","The George Institute","Academic / Hospital / Other","Fortis Hospital","RECRUITING","Kolkata","West Bengal","700107","India","22.56263","88.36304","1","0","0"
"NCT06058585-SITE-15","NCT06058585","The Chronic Kidney Disease Adaptive Platform Trial Investigating Various Agents for Therapeutic Effect","Nephrology / Urology","Phase 3","RECRUITING","The George Institute","Academic / Hospital / Other","North Bengal Medical College & Hospital","RECRUITING","Siliguri","West Bengal","734012","India","26.71004","88.42851","1","0","0"
"NCT06058585-SITE-16","NCT06058585","The Chronic Kidney Disease Adaptive Platform Trial Investigating Various Agents for Therapeutic Effect","Nephrology / Urology","Phase 3","RECRUITING","The George Institute","Academic / Hospital / Other","Max Superspeciality Hospital, Dehradun","RECRUITING","Dehradun","","248001","India","30.32443","78.03392","1","0","0"
"NCT06058572-SITE-1","NCT06058572","Effect of Rifaximin on Gut Bacterial Flora Post Stem Cell Transplant in Patients With Acute Leukemia","Oncology","Phase 2","RECRUITING","Tata Memorial Centre","Academic / Hospital / Other","Actrec Tmc","RECRUITING","Navi Mumbai","Maharashtra","410210","India","19.03681","73.01582","2","2","0"
"NCT06056297-SITE-1","NCT06056297","A Study of Mavorixafor in Participants With Congenital and Acquired Primary Autoimmune and Idiopathic Chronic Neutropenic Disorders Who Are Experiencing Recurrent and/or Serious Infections","Infectious Disease","Phase 3","RECRUITING","X4 Pharmaceuticals","Industry","Indira Gandhi Institute Of Medical Sciences","WITHDRAWN","Patna","Bihar","800014","India","25.59408","85.13563","0","0","0"
"NCT06056297-SITE-2","NCT06056297","A Study of Mavorixafor in Participants With Congenital and Acquired Primary Autoimmune and Idiopathic Chronic Neutropenic Disorders Who Are Experiencing Recurrent and/or Serious Infections","Infectious Disease","Phase 3","RECRUITING","X4 Pharmaceuticals","Industry","Nirmal Hospital Private Limited","WITHDRAWN","Surat","Gujarat","395002","India","21.19594","72.83023","0","0","0"
"NCT06056297-SITE-3","NCT06056297","A Study of Mavorixafor in Participants With Congenital and Acquired Primary Autoimmune and Idiopathic Chronic Neutropenic Disorders Who Are Experiencing Recurrent and/or Serious Infections","Infectious Disease","Phase 3","RECRUITING","X4 Pharmaceuticals","Industry","Pacific Medical College and Hospital","WITHDRAWN","Udaipur","Rajasthan","313001","India","24.58584","73.71346","0","0","0"
"NCT06056297-SITE-4","NCT06056297","A Study of Mavorixafor in Participants With Congenital and Acquired Primary Autoimmune and Idiopathic Chronic Neutropenic Disorders Who Are Experiencing Recurrent and/or Serious Infections","Infectious Disease","Phase 3","RECRUITING","X4 Pharmaceuticals","Industry","Yashoda Hospital","ACTIVE_NOT_RECRUITING","Hyderabad","Telangana","500084","India","17.38405","78.45636","0","0","0"
"NCT06042127-SITE-1","NCT06042127","POEM-F for Achalasia International Study","Gastroenterology / Hepatology","Not Applicable","RECRUITING","Chinese University of Hong Kong","Academic / Hospital / Other","Post Graduate Institute of Medical Education and Research","NOT_YET_RECRUITING","Chandigarh","","","India","30.73629","76.7884","2","1","0"
"NCT06042127-SITE-2","NCT06042127","POEM-F for Achalasia International Study","Gastroenterology / Hepatology","Not Applicable","RECRUITING","Chinese University of Hong Kong","Academic / Hospital / Other","Asian Institute of Gastroenterology","NOT_YET_RECRUITING","Hyderabad","","","India","17.38405","78.45636","3","1","0"
"NCT06042127-SITE-3","NCT06042127","POEM-F for Achalasia International Study","Gastroenterology / Hepatology","Not Applicable","RECRUITING","Chinese University of Hong Kong","Academic / Hospital / Other","Baldota Institute of Digestive Sciences","NOT_YET_RECRUITING","Mumbai","","","India","19.07283","72.88261","4","1","0"
"NCT06042127-SITE-4","NCT06042127","POEM-F for Achalasia International Study","Gastroenterology / Hepatology","Not Applicable","RECRUITING","Chinese University of Hong Kong","Academic / Hospital / Other","Deenanath Mangeshkar Hospital & Research Center","NOT_YET_RECRUITING","Pune","","","India","18.51957","73.85535","2","1","0"
"NCT06041997-SITE-1","NCT06041997","Smartphone Use Restriction as Treatment of Primary Headache","Other / Unclassified","Not Applicable","RECRUITING","All India Institute of Medical Sciences","Academic / Hospital / Other","Deepti Vibha","RECRUITING","New Delhi","National Capital Territory of Delhi","110029","India","28.62137","77.2148","1","1","1"
"NCT06038097-SITE-1","NCT06038097","Efficacy and Safety of Radiofrequency Pallidotomy in the Management of Dystonia","Neurology / CNS","Not Applicable","NOT_YET_RECRUITING","All India Institute of Medical Sciences","Academic / Hospital / Other","All India Institute of Medical Sciences, New Delhi","","New Delhi","National Capital Territory of Delhi","110029","India","28.62137","77.2148","0","0","0"
"NCT06036394-SITE-1","NCT06036394","Artificial Intelligence in CNS Radiation Oncology","Oncology","Not Provided","RECRUITING","Tata Memorial Centre","Academic / Hospital / Other","Tata Memorial Hospital","RECRUITING","Mumbai","Maharashtra","400012","India","19.07283","72.88261","1","0","0"
"NCT06036381-SITE-1","NCT06036381","Spatial and Temporal Characterization of Gliomas Using Radiomic Analysis","Oncology","Not Provided","RECRUITING","Tata Memorial Centre","Academic / Hospital / Other","Tata Memorial Hospital","RECRUITING","Mumbai","Maharashtra","400012","India","19.07283","72.88261","1","0","0"
"NCT06036056-SITE-1","NCT06036056","NMR Based Metabolomics Kinetics in ARDS Patients","Mental Health / Cognitive Health","Not Provided","RECRUITING","Sanjay Gandhi Postgraduate Institute of Medical Sciences","Government / Public sector","Centre of Biomedical Research","RECRUITING","Lucknow","Uttar Pradesh","226014","India","26.83928","80.92313","2","2","1"
"NCT06035874-SITE-1","NCT06035874","Effect of Bempedoic Acid on Liver Fat in Individuals With Nonalcoholic Fatty Liver Disease and Type 2 Diabetes","Endocrinology / Metabolic","Not Applicable","RECRUITING","Medanta, The Medicity, India","Academic / Hospital / Other","Division Of Endocrinology , Medanta The Medicity Sec 38","RECRUITING","Gurgaon","Haryana","122001","India","28.4601","77.02635","2","2","2"
